143,time,AIN0,AIN1,AIN2,AIN3,AIN4
143,1632213685341607,15.51202316826675,1.4020689957588912,1.4030814606230706,190.74723229192,1.0
143,1632213685435986,15.514565481455064,1.4023229216039181,1.4035899254959077,190.88122114898954,2.0
143,1632213685530777,15.511387589969672,1.401815069913864,1.4032340000849217,191.6871331142681,0.0
143,1632213685625668,15.522192421020009,1.4003423000127078,1.4028780746739358,190.5018302837159,0.0
143,1632213685721814,15.5075741201872,1.4026784177869558,1.4026238422375172,190.88122114898954,1.0
143,1632213685817903,15.508845276781358,1.4023229216039181,1.4022170703392476,191.26136758405713,0.0
143,1632213685912842,15.513294324860908,1.401408788561821,1.4028780746739358,190.94825086816604,0.0
143,1632213686006930,15.522827999317087,1.4023229216039181,1.4038441579323262,191.1047450976274,1.0
143,1632213686099978,15.529183782287873,1.4016119292378426,1.4018611449282616,190.5241265049242,0.0
143,1632213686195229,15.511387589969672,1.4029323436319827,1.4037933114450425,190.5018302837159,0.0
143,1632213686288397,15.51265874656383,1.4026784177869558,1.4039458509068936,190.25674399252102,1.0
143,1632213686382901,15.52155684272293,1.4029323436319827,1.4026238422375172,190.59103082698957,0.0
143,1632213686475462,15.502489493810574,1.4010532923787833,1.4035899254959077,190.56872677625543,0.0
143,1632213686569845,15.510752011672594,1.4028815584629775,1.4022679168265313,190.7695572348334,0.0
143,1632213686663231,15.510752011672594,1.4014595737308264,1.4041492368560284,191.14948128742336,1.0
143,1632213686757588,15.519650107831694,1.4030339139699937,1.4034373860340565,191.12711188362752,2.0
143,1632213686852312,15.514565481455064,1.4014595737308264,1.4024713027756661,190.90356177387966,1.0
143,1632213686946885,15.520285686128773,1.4018658550828695,1.403183153597638,190.9259050135029,0.0
143,1632213687040879,15.509480855078436,1.4027292029559613,1.4021662238519639,190.99295042383477,0.0
143,1632213687134921,15.506302963593043,1.4016627144068479,1.4028780746739358,190.94825086816604,0.0
143,1632213687230412,15.528548203990795,1.4021197809278965,1.403183153597638,191.0823809291159,1.0
143,1632213687325694,15.5164722163463,1.4011040775477885,1.4027255352120847,191.06001937778714,0.0
143,1632213687420194,15.494862554245628,1.4027292029559613,1.4023696098010987,190.90356177387966,1.0
143,1632213687514787,15.5164722163463,1.402170566096902,1.4040983903687447,190.68027313750983,0.0
143,1632213687608432,15.518378951237539,1.4013072182238102,1.4048610876780003,190.85888313852726,1.0
143,1632213687702586,15.51265874656383,1.401916640251875,1.4038441579323262,190.61333748817657,0.0
143,1632213687797626,15.517107794643382,1.403084699138999,1.4022679168265313,190.70259024356355,0.0
143,1632213687891966,15.514565481455064,1.4012056478857995,1.403030614135787,191.06001937778714,2.0
143,1632213687987773,15.496769289136864,1.403490980491042,1.4034373860340565,191.06001937778714,0.0
143,1632213688082260,15.513929903157987,1.4015611440688371,1.4036407719831914,190.65795864313094,0.0
143,1632213688175189,15.520921264425851,1.4025260622799396,1.402827228186652,190.90356177387966,0.0
143,1632213688269947,15.513294324860908,1.4024752771109343,1.4022679168265313,191.01530412545299,1.0
143,1632213688364636,15.510752011672594,1.4013072182238102,1.4039458509068936,190.34582977663314,1.0
143,1632213688457742,15.526641469099559,1.402576847448945,1.4022679168265313,190.56872677625543,0.0
143,1632213688550462,15.505667385295965,1.4015103588998317,1.4023696098010987,190.90356177387966,0.0
143,1632213688642985,15.493591397651471,1.4018658550828695,1.4045051622670144,190.3012816716087,0.0
143,1632213688737670,15.52155684272293,1.4020689957588912,1.4035899254959077,190.39038831003538,0.0
143,1632213688832534,15.523463577614166,1.4013072182238102,1.4040983903687447,191.328530795196,0.0
143,1632213688926242,15.511387589969672,1.4003423000127078,1.4040983903687447,190.68027313750983,1.0
143,1632213689020688,15.513294324860908,1.4022721364349127,1.403030614135787,190.81421495966066,0.0
143,1632213689113580,15.51202316826675,1.4009517220407723,1.4037933114450425,190.65795864313094,0.0
143,1632213689206454,15.51265874656383,1.4026784177869558,1.4028780746739358,190.43495727425662,0.0
143,1632213689300853,15.526641469099559,1.4002915148437023,1.4035899254959077,190.7695572348334,0.0
143,1632213689396792,15.522827999317087,1.4013580033928157,1.4045051622670144,190.43495727425662,0.0
143,1632213689491025,15.506938541890122,1.4024752771109343,1.4037933114450425,190.5241265049242,0.0
143,1632213689586287,15.513929903157987,1.402576847448945,1.4040983903687447,190.9705993381748,3.0
143,1632213689679026,15.511387589969672,1.4026784177869558,1.4035899254959077,190.14544539226625,0.0
143,1632213689773515,15.510752011672594,1.402830773293972,1.4034882325213403,190.54642533566906,0.0
143,1632213689867925,15.51774337294046,1.401916640251875,1.4022679168265313,190.61333748817657,0.0
143,1632213689964092,15.51202316826675,1.4019674254208803,1.4039458509068936,191.2166052086468,0.0
143,1632213690057419,15.514565481455064,1.402170566096902,1.403691618470475,190.5241265049242,1.0
143,1632213690152300,15.514565481455064,1.4032370546460151,1.4014035265427083,190.43495727425662,0.0
143,1632213690247215,15.518378951237539,1.4026784177869558,1.402674688724801,190.70259024356355,0.0
143,1632213690341009,15.520285686128773,1.4002915148437023,1.403183153597638,190.47953667173906,0.0
143,1632213690435577,15.514565481455064,1.4023737067729234,1.4033356930594891,191.0823809291159,0.0
143,1632213690530510,15.51202316826675,1.4025260622799396,1.4024713027756661,190.34582977663314,0.0
143,1632213690623207,15.510116433375515,1.4024244919419289,1.4032340000849217,190.72490996159846,0.0
143,1632213690716113,15.505667385295965,1.4035417656600475,1.4037933114450425,191.4405218956001,0.0
143,1632213690808921,15.522827999317087,1.4010025072097778,1.4025221492629498,190.7695572348334,1.0
143,1632213690902345,15.522827999317087,1.402170566096902,1.403183153597638,190.1676999023983,0.0
143,1632213690996955,15.501853915513495,1.4027292029559613,1.4025729957502335,190.5241265049242,0.0
143,1632213691091347,15.514565481455064,1.4021197809278965,1.4036407719831914,190.54642533566906,1.0
143,1632213691186498,15.515201059752142,1.4020182105898857,1.4024204562883824,191.06001937778714,1.0
143,1632213691280692,15.50820969848428,1.4025260622799396,1.4019119914155453,190.61333748817657,1.0
143,1632213691374151,15.492320241057314,1.4017642847448588,1.4020136843901128,190.85888313852726,0.0
143,1632213691468952,15.505031806998886,1.4006977961957454,1.402318763313815,190.70259024356355,0.0
143,1632213691564532,15.510752011672594,1.4021197809278965,1.4025221492629498,190.72490996159846,0.0
143,1632213691659921,15.510116433375515,1.4026276326179505,1.4022170703392476,190.61333748817657,0.0
143,1632213691753811,15.513929903157987,1.4019674254208803,1.4029797676485032,190.88122114898954,0.0
143,1632213691848911,15.534268408664504,1.4021197809278965,1.402827228186652,190.14544539226625,0.0
143,1632213691943312,15.51202316826675,1.4013580033928157,1.403183153597638,191.1047450976274,2.0
143,1632213692037628,15.50820969848428,1.4018658550828695,1.404047543881461,190.85888313852726,0.0
143,1632213692130997,15.526641469099559,1.403084699138999,1.4032848465722054,190.83654774218613,1.0
143,1632213692225153,15.522827999317087,1.4027799881249665,1.4039458509068936,190.5241265049242,0.0
143,1632213692317878,15.517107794643382,1.401815069913864,1.401454373029992,191.03766044333517,1.0
143,1632213692412190,15.494862554245628,1.4025260622799396,1.4023696098010987,190.65795864313094,0.0
143,1632213692505956,15.527277047396637,1.402170566096902,1.403183153597638,190.70259024356355,0.0
143,1632213692601046,15.514565481455064,1.4014595737308264,1.4042509298305959,190.5018302837159,0.0
143,1632213692693995,15.492955819354393,1.401916640251875,1.4038441579323262,190.74723229192,1.0
143,1632213692786571,15.509480855078436,1.4017134995758533,1.4026238422375172,190.83654774218613,0.0
143,1632213692879362,15.52155684272293,1.4032370546460151,1.4038441579323262,190.79188479064527,0.0
143,1632213692973346,15.522192421020009,1.4024244919419289,1.4032340000849217,190.5018302837159,1.0
143,1632213693069725,15.522192421020009,1.4020182105898857,1.40389500441961,190.79188479064527,0.0
